id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai
128,Rasgulla,/foodImages/rasgulla.jpeg,/models/rasgulla.glb,5,"{'LKR': 150, 'USD': 0.5}",Spongy cheese balls in sugar syrup,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],250,5,40,8,Sweet,Mild,"chenna, sugar, water",2 pieces,"['indian', 'dessert', 'sweet']",150.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
129,Cheesecake,/foodImages/cheesecake.jpeg,/models/cheesecake.glb,5,"{'LKR': 400, 'USD': 1.33}",Creamy cheesecake with graham crust,4.8,American,Long (over 30 min),In Stock,['Vegetarian'],350,6,35,20,Sweet,Mild,"cream cheese, sugar, graham crackers, butter",1 slice,"['american', 'dessert', 'creamy']",400.0,1.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
130,Cannoli,/foodImages/cannoli.jpeg,/models/cannoli.glb,5,"{'LKR': 250, 'USD': 0.83}",Crispy pastry tubes with sweet ricotta,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],300,6,35,15,Sweet,Mild,"ricotta, flour, sugar, chocolate chips",1 piece,"['italian', 'dessert', 'pastry']",250.0,0.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,False
131,Coconut Ice,/foodImages/coconut_ice.jpeg,/models/coconut_ice.glb,5,"{'LKR': 150, 'USD': 0.5}",Sweet coconut fudge squares,4.5,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,2,35,8,Sweet,Mild,"coconut, sugar, condensed milk",2 pieces,"['thai', 'dessert', 'fudge']",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,True
132,Mooncake,/foodImages/mooncake.jpeg,/models/mooncake.glb,5,"{'LKR': 300, 'USD': 1.0}",Pastry with sweet red bean filling,4.6,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],350,5,50,15,Sweet,Mild,"flour, red bean paste, egg yolk",1 piece,"['chinese', 'dessert', 'pastry']",300.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
133,Kokis,/foodImages/kokis.jpeg,/models/kokis.glb,5,"{'LKR': 100, 'USD': 0.33}",Crispy coconut flour fritters,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",150,2,20,8,Sweet,Mild,"coconut flour, rice flour, sugar",2 pieces,"['sri lankan', 'dessert', 'fritters']",100.0,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
134,Jalebi,/foodImages/jalebi.jpeg,/models/jalebi.glb,5,"{'LKR': 150, 'USD': 0.5}",Crispy fried spirals in sugar syrup,4.7,Indian,Quick (under 15 min),In Stock,['Vegetarian'],300,3,50,12,Sweet,Mild,"flour, sugar, ghee",2 pieces,"['indian', 'dessert', 'sweet']",150.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
135,Chocolate Chip Cookies,/foodImages/chocolate_chip_cookies.jpeg,/models/chocolate_chip_cookies.glb,5,"{'LKR': 200, 'USD': 0.67}",Chewy cookies with chocolate chips,4.8,American,Medium (15–30 min),In Stock,['Vegetarian'],200,2,25,10,Sweet,Mild,"flour, sugar, chocolate chips, butter",2 cookies,"['american', 'dessert', 'cookies']",200.0,0.67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
136,Panna Cotta,/foodImages/panna_cotta.jpeg,/models/panna_cotta.glb,5,"{'LKR': 350, 'USD': 1.17}",Silky cream dessert with berry topping,4.7,Italian,Medium (15–30 min),In Stock,['Gluten-Free'],300,4,30,18,Sweet,Mild,"cream, sugar, gelatin, berries",1 portion,"['italian', 'dessert', 'creamy']",350.0,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,False
137,Khanom Tom,/foodImages/khanom_tom.jpeg,/models/khanom_tom.glb,5,"{'LKR': 150, 'USD': 0.5}",Coconut dumplings with palm sugar,4.6,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,2,35,8,Sweet,Mild,"glutinous rice flour, coconut, palm sugar",2 pieces,"['thai', 'dessert', 'dumplings']",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,True
138,Sesame Balls,/foodImages/sesame_balls.jpeg,/models/sesame_balls.glb,5,"{'LKR': 150, 'USD': 0.5}",Fried balls with red bean filling,4.6,Chinese,Quick (under 15 min),In Stock,['Vegetarian'],250,3,35,12,Sweet,Mild,"glutinous rice flour, red bean paste, sesame seeds",2 pieces,"['chinese', 'dessert', 'fried']",150.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
139,Alu Alu,/foodImages/alu_alu.jpeg,/models/alu_alu.glb,5,"{'LKR': 150, 'USD': 0.5}",Sweet rice flour dumplings with coconut,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,3,35,8,Sweet,Mild,"rice flour, coconut, jaggery",2 pieces,"['sri lankan', 'dessert', 'dumplings']",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
140,Kheer,/foodImages/kheer.jpeg,/models/kheer.glb,5,"{'LKR': 200, 'USD': 0.67}",Creamy rice pudding with nuts,4.7,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",250,5,40,10,Sweet,Mild,"rice, milk, sugar, nuts",1 portion,"['indian', 'dessert', 'pudding']",200.0,0.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
141,Brownies,/foodImages/brownies.jpeg,/models/brownies.glb,5,"{'LKR': 250, 'USD': 0.83}",Fudgy chocolate brownies,4.8,American,Medium (15–30 min),In Stock,['Vegetarian'],300,3,40,15,Sweet,Mild,"flour, cocoa, sugar, butter",1 piece,"['american', 'dessert', 'chocolate']",250.0,0.83,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
142,Gelato,/foodImages/gelato.jpeg,/models/gelato.glb,5,"{'LKR': 300, 'USD': 1.0}",Creamy Italian ice cream,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],250,4,30,12,Sweet,Mild,"milk, sugar, cream, flavorings",1 scoop,"['italian', 'dessert', 'ice cream']",300.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,False
143,Bua Loy,/foodImages/bua_loy.jpeg,/models/bua_loy.glb,5,"{'LKR': 200, 'USD': 0.67}",Rice flour balls in sweet coconut milk,4.6,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",220,3,35,8,Sweet,Mild,"rice flour, coconut milk, sugar",1 portion,"['thai', 'dessert', 'coconut']",200.0,0.67,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,True
144,Mango Pudding,/foodImages/mango_pudding.jpeg,/models/mango_pudding.glb,5,"{'LKR': 250, 'USD': 0.83}",Smooth mango-flavored pudding,4.7,Chinese,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,3,35,5,Sweet,Mild,"mango, milk, gelatin, sugar",1 portion,"['chinese', 'dessert', 'pudding']",250.0,0.83,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
145,Kavum,/foodImages/kavum.jpeg,/models/kavum.glb,5,"{'LKR': 150, 'USD': 0.5}",Deep-fried rice flour sweets,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,2,30,10,Sweet,Mild,"rice flour, jaggery, coconut milk",2 pieces,"['sri lankan', 'dessert', 'fried']",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
146,Ceylon Tea,/foodImages/ceylon_tea.jpeg,/models/ceylon_tea.glb,6,"{'LKR': 100, 'USD': 0.33}",Aromatic black tea from Sri Lankan highlands,4.7,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",0,0,0,0,Earthy,Mild,"black tea leaves, water",1 cup,"['sri lankan', 'tea', 'hot']",100.0,0.33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
147,Masala Chai,/foodImages/masala_chai.jpeg,/models/masala_chai.glb,6,"{'LKR': 150, 'USD': 0.5}",Spiced tea with milk and cardamom,4.8,Indian,Quick (under 15 min),In Stock,['Vegetarian'],100,2,15,3,Spicy,Mild,"black tea, milk, cardamom, cinnamon, sugar",1 cup,"['indian', 'tea', 'spiced']",150.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,False,False,False,True,False,False,False
148,Iced Coffee,/foodImages/iced_coffee.jpeg,/models/iced_coffee.glb,6,"{'LKR': 200, 'USD': 0.67}",Chilled coffee with milk and sugar,4.6,American,Quick (under 15 min),In Stock,['Vegetarian'],120,2,20,3,Sweet,Mild,"coffee, milk, sugar, ice",1 glass,"['american', 'coffee', 'cold']",200.0,0.67,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
149,Espresso,/foodImages/espresso.jpeg,/models/espresso.glb,6,"{'LKR': 150, 'USD': 0.5}","Strong, concentrated coffee shot",4.7,Italian,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",5,0,1,0,Bitter,Mild,"coffee beans, water",1 shot,"['italian', 'coffee', 'hot']",150.0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
150,Thai Iced Tea,/foodImages/thai_iced_tea.jpeg,/models/thai_iced_tea.glb,6,"{'LKR': 200, 'USD': 0.67}",Sweet tea with condensed milk,4.8,Thai,Quick (under 15 min),In Stock,['Vegetarian'],180,3,30,5,Sweet,Mild,"black tea, condensed milk, sugar, ice",1 glass,"['thai', 'tea', 'iced']",200.0,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,True
151,Bubble Tea,/foodImages/bubble_tea.jpeg,/models/bubble_tea.glb,6,"{'LKR': 250, 'USD': 0.83}",Milk tea with chewy tapioca pearls,4.7,Chinese,Quick (under 15 min),In Stock,['Vegetarian'],200,2,40,5,Sweet,Mild,"tea, milk, tapioca pearls, sugar",1 glass,"['chinese', 'tea', 'milky']",250.0,0.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
152,King Coconut Water,/foodImages/king_coconut_water.jpeg,/models/king_coconut_water.glb,6,"{'LKR': 100, 'USD': 0.33}",Fresh and hydrating coconut water,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",50,0,10,0,Neutral,Mild,king coconut water,1 glass,"['sri lankan', 'coconut', 'refreshing']",100.0,0.33,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
153,Mango Lassi,/foodImages/mango_lassi.jpeg,/models/mango_lassi.glb,6,"{'LKR': 200, 'USD': 0.67}",Creamy mango yogurt drink,4.8,Indian,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",150,4,25,4,Sweet,Mild,"mango, yogurt, sugar",1 glass,"['indian', 'yogurt', 'fruity']",200.0,0.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
154,Lemonade,/foodImages/lemonade.jpeg,/models/lemonade.glb,6,"{'LKR': 150, 'USD': 0.5}",Refreshing lemon and sugar drink,4.6,American,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",100,0,25,0,Citrus,Mild,"lemon juice, sugar, water, ice",1 glass,"['american', 'lemonade', 'cold']",150.0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
155,Cappuccino,/foodImages/cappuccino.jpeg,/models/cappuccino.glb,6,"{'LKR': 200, 'USD': 0.67}",Espresso with steamed milk foam,4.7,Italian,Quick (under 15 min),In Stock,['Vegetarian'],120,4,10,5,Creamy,Mild,"espresso, milk, foam",1 cup,"['italian', 'coffee', 'hot']",200.0,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
156,Thai Coconut Water,/foodImages/thai_coconut_water.jpeg,/models/thai_coconut_water.glb,6,"{'LKR': 120, 'USD': 0.4}",Fresh coconut water with a sweet taste,4.6,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",50,0,10,0,Neutral,Mild,coconut water,1 glass,"['thai', 'coconut', 'refreshing']",120.0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
157,Soy Milk,/foodImages/soy_milk.jpeg,/models/soy_milk.glb,6,"{'LKR': 150, 'USD': 0.5}",Creamy plant-based milk,4.5,Chinese,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",80,4,8,4,Neutral,Mild,"soybeans, water",1 glass,"['chinese', 'milk', 'vegan']",150.0,0.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
158,Faluda,/foodImages/faluda.jpeg,/models/faluda.glb,6,"{'LKR': 200, 'USD': 0.67}",Sweet drink with vermicelli and rose syrup,4.7,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],200,3,40,5,Sweet,Mild,"vermicelli, rose syrup, milk, basil seeds",1 glass,"['sri lankan', 'dessert', 'sweet']",200.0,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
159,Rose Lassi,/foodImages/rose_lassi.jpeg,/models/rose_lassi.glb,6,"{'LKR': 180, 'USD': 0.6}",Yogurt drink with rose flavor,4.6,Indian,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",140,4,20,4,Sweet,Mild,"yogurt, rose syrup, sugar",1 glass,"['indian', 'yogurt', 'floral']",180.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
160,Root Beer,/foodImages/root_beer.jpeg,/models/root_beer.glb,6,"{'LKR': 200, 'USD': 0.67}",Fizzy soda with sassafras flavor,4.5,American,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",150,0,40,0,Sweet,Mild,"carbonated water, sugar, sassafras",1 glass,"['american', 'soda', 'cold']",200.0,0.67,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
