id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai,available_in_menu,ingredients_list,nutrition_tags,contextual_tags
79,Pulao,/foodImages/pulao.jpeg,/models/pulao.glb,1,"{'LKR': 750, 'USD': 2.5}",Spiced rice with vegetables and nuts,4.6,Indian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,80,15,Savory,Mild,"basmati rice, vegetables, nuts, spices",1 portion,"[""indian"", ""rice"", ""vegetarian""]",750.0,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['basmati rice', 'vegetables', 'nuts', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""rice"", ""savory"", ""vegetarian"", ""mild"", ""indian"", ""vegan""]"
80,Dirty Rice,/foodImages/dirty_rice.jpeg,/models/dirty_rice.glb,1,"{'LKR': 800, 'USD': 2.67}",Rice with ground beef and spices,4.5,American,Medium (15–30 min),In Stock,[],550,20,65,20,Savory,Medium,"rice, beef, peppers, spices",1 portion,"[""american"", ""rice"", ""hearty""]",800.0,2.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,"['rice', 'beef', 'peppers', 'spices']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""medium"", ""savory"", ""american"", ""hearty""]"
81,Risotto alla Milanese,/foodImages/risotto_milanese.jpeg,/models/risotto_milanese.glb,2,"{'LKR': 1000, 'USD': 3.33}",Creamy saffron risotto,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,70,15,Savory,Mild,"arborio rice, saffron, parmesan, butter",1 portion,"[""italian"", ""rice"", ""vegetarian""]",1000.0,3.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['arborio rice', 'saffron', 'parmesan', 'butter']","[""Vegetarian"", ""Gluten-Free""]","[""rice"", ""savory"", ""vegetarian"", ""italian"", ""mild""]"
82,Khao Soi,/foodImages/khao_soi.jpeg,/models/khao_soi.glb,2,"{'LKR': 950, 'USD': 3.17}",Coconut curry noodles with chicken,4.8,Thai,Medium (15–30 min),In Stock,[],600,20,60,25,Spicy,Medium,"egg noodles, chicken, coconut milk, curry",1 portion,"[""thai"", ""noodles"", ""curry""]",950.0,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,"['egg noodles', 'chicken', 'coconut milk', 'curry']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""medium"", ""noodles"", ""thai"", ""spicy""]"
83,Chow Mein,/foodImages/chow_mein.jpeg,/models/chow_mein.glb,1,"{'LKR': 850, 'USD': 2.83}",Crispy noodles with vegetables and chicken,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"noodles, chicken, vegetables, soy sauce",1 portion,"[""chinese"", ""noodles"", ""stir-fry""]",850.0,2.83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['noodles', 'chicken', 'vegetables', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""savory"", ""noodles"", ""mild"", ""chinese""]"
84,Yellow Rice,/foodImages/yellow_rice.jpeg,/models/yellow_rice.glb,1,"{'LKR': 650, 'USD': 2.17}",Turmeric-flavored rice with spices,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",400,8,80,5,Savory,Mild,"rice, turmeric, spices, coconut milk",1 portion,"[""sri lankan"", ""rice"", ""vegan""]",650.0,2.17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['rice', 'turmeric', 'spices', 'coconut milk']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""rice"", ""sri lankan"", ""savory"", ""vegetarian"", ""mild"", ""vegan""]"
85,Mutton Biryani,/foodImages/mutton_biryani.jpeg,/models/mutton_biryani.glb,3,"{'LKR': 1000, 'USD': 3.33}",Spiced rice with marinated mutton,4.7,Indian,Medium (15–30 min),In Stock,[],650,25,70,25,Spicy,Medium,"basmati rice, mutton, spices, yogurt",1 portion,"[""indian"", ""rice"", ""hearty""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['basmati rice', 'mutton', 'spices', 'yogurt']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""medium"", ""indian"", ""hearty"", ""spicy""]"
86,Cajun Shrimp and Rice,/foodImages/cajun_shrimp_rice.jpeg,/models/cajun_shrimp_rice.glb,1,"{'LKR': 950, 'USD': 3.17}",Spicy shrimp with seasoned rice,4.6,American,Medium (15–30 min),In Stock,[],550,20,65,15,Spicy,Hot,"rice, shrimp, cajun spices, peppers",1 portion,"[""american"", ""rice"", ""spicy""]",950.0,3.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,"['rice', 'shrimp', 'cajun spices', 'peppers']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""hot"", ""seafood"", ""american"", ""spicy""]"
87,Penne all'Arrabbiata,/foodImages/penne_arrabbiata.jpeg,/models/penne_arrabbiata.glb,2,"{'LKR': 900, 'USD': 3.0}",Pasta with spicy tomato sauce,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],500,12,70,15,Spicy,Hot,"penne, tomatoes, chili, garlic",1 portion,"[""italian"", ""pasta"", ""spicy""]",900.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,"['penne', 'tomatoes', 'chili', 'garlic']","[""Vegan"", ""Vegetarian""]","[""hot"", ""pasta"", ""vegetarian"", ""italian"", ""vegan"", ""spicy""]"
88,Pad Kee Mao,/foodImages/pad_kee_mao.jpeg,/models/pad_kee_mao.glb,1,"{'LKR': 950, 'USD': 3.17}",Spicy stir-fried noodles with shrimp,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Spicy,Hot,"wide noodles, shrimp, chili, basil",1 portion,"[""thai"", ""noodles"", ""spicy""]",950.0,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['wide noodles', 'shrimp', 'chili', 'basil']","[""High Protein"", ""Gluten-Free""]","[""hot"", ""seafood"", ""noodles"", ""thai"", ""spicy""]"
89,Yangzhou Fried Rice,/foodImages/yangzhou_fried_rice.jpeg,/models/yangzhou_fried_rice.glb,1,"{'LKR': 800, 'USD': 2.67}",Fried rice with shrimp and pork,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"rice, shrimp, pork, vegetables",1 portion,"[""chinese"", ""rice"", ""stir-fry""]",800.0,2.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['rice', 'shrimp', 'pork', 'vegetables']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""seafood"", ""stir-fry"", ""savory"", ""mild"", ""chinese""]"
90,Buriyani,/foodImages/buriyani.jpeg,/models/buriyani.glb,1,"{'LKR': 850, 'USD': 2.83}",Spiced rice with chicken and egg,4.7,Sri Lankan,Medium (15–30 min),In Stock,[],600,20,70,20,Spicy,Medium,"rice, chicken, egg, spices",1 portion,"[""sri lankan"", ""rice"", ""hearty""]",850.0,2.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['rice', 'chicken', 'egg', 'spices']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""medium"", ""sri lankan"", ""hearty"", ""spicy""]"
91,Veg Pulao,/foodImages/veg_pulao.jpeg,/models/veg_pulao.glb,1,"{'LKR': 700, 'USD': 2.33}",Spiced rice with vegetables,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",450,8,80,10,Savory,Mild,"basmati rice, vegetables, spices",1 portion,"[""indian"", ""rice"", ""vegan""]",700.0,2.33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['basmati rice', 'vegetables', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""rice"", ""savory"", ""vegetarian"", ""mild"", ""indian"", ""vegan""]"
92,Paella,/foodImages/paella.jpeg,/models/paella.glb,1,"{'LKR': 1200, 'USD': 4.0}",Saffron rice with seafood and chicken,4.8,American,Long (over 30 min),In Stock,[],650,25,70,20,Savory,Mild,"rice, shrimp, chicken, saffron, peppers",1 portion,"[""american"", ""rice"", ""seafood""]",1200.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['rice', 'shrimp', 'chicken', 'saffron', 'peppers']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""seafood"", ""savory"", ""american"", ""mild""]"
93,Mushroom Risotto,/foodImages/mushroom_risotto.jpeg,/models/mushroom_risotto.glb,2,"{'LKR': 1000, 'USD': 3.33}",Creamy risotto with mushrooms,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,70,15,Savory,Mild,"arborio rice, mushrooms, parmesan, butter",1 portion,"[""italian"", ""rice"", ""vegetarian""]",1000.0,3.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['arborio rice', 'mushrooms', 'parmesan', 'butter']","[""Vegetarian"", ""Gluten-Free""]","[""rice"", ""savory"", ""vegetarian"", ""italian"", ""mild""]"
94,Tom Yum Fried Rice,/foodImages/tom_yum_fried_rice.jpeg,/models/tom_yum_fried_rice.glb,1,"{'LKR': 900, 'USD': 3.0}",Spicy fried rice with shrimp and lemongrass,4.7,Thai,Quick (under 15 min),In Stock,[],550,18,65,20,Spicy,Hot,"rice, shrimp, lemongrass, chili",1 portion,"[""thai"", ""rice"", ""spicy""]",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['rice', 'shrimp', 'lemongrass', 'chili']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""hot"", ""seafood"", ""thai"", ""spicy""]"
95,Beef Chow Fun,/foodImages/beef_chow_fun.jpeg,/models/beef_chow_fun.glb,1,"{'LKR': 950, 'USD': 3.17}",Stir-fried wide noodles with beef,4.6,Chinese,Quick (under 15 min),In Stock,[],600,20,70,20,Savory,Mild,"wide noodles, beef, bean sprouts, soy sauce",1 portion,"[""chinese"", ""noodles"", ""stir-fry""]",950.0,3.17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['wide noodles', 'beef', 'bean sprouts', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""savory"", ""noodles"", ""mild"", ""chinese""]"
96,Pol Roti,/foodImages/pol_roti.jpeg,/models/pol_roti.glb,1,"{'LKR': 150, 'USD': 0.5}",Coconut flatbread with a crispy edge,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],200,4,30,8,Savory,Mild,"flour, coconut, onions, green chili",2 pieces,"[""sri lankan"", ""bread"", ""vegetarian""]",150.0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['flour', 'coconut', 'onions', 'green chili']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""sri lankan"", ""savory"", ""vegetarian"", ""bread"", ""mild"", ""vegan""]"
97,Naan,/foodImages/naan.jpeg,/models/naan.glb,1,"{'LKR': 200, 'USD': 0.67}",Soft and fluffy Indian flatbread,4.7,Indian,Quick (under 15 min),In Stock,['Vegetarian'],250,6,40,8,Savory,Mild,"flour, yeast, yogurt, butter",1 piece,"[""indian"", ""bread"", ""vegetarian""]",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['flour', 'yeast', 'yogurt', 'butter']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""mild"", ""indian"", ""bread""]"
98,Cornbread,/foodImages/cornbread.jpeg,/models/cornbread.glb,1,"{'LKR': 250, 'USD': 0.83}",Sweet and moist cornmeal bread,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],220,5,35,8,Sweet,Mild,"cornmeal, flour, sugar, butter",1 slice,"[""american"", ""bread"", ""vegetarian""]",250.0,0.83,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['cornmeal', 'flour', 'sugar', 'butter']","[""Vegetarian"", ""Low Calorie""]","[""dessert"", ""vegetarian"", ""american"", ""mild"", ""bread"", ""sweet""]"
99,Focaccia,/foodImages/focaccia.jpeg,/models/focaccia.glb,1,"{'LKR': 300, 'USD': 1.0}",Italian flatbread with olive oil and herbs,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",230,5,35,10,Savory,Mild,"flour, olive oil, rosemary, salt",1 slice,"[""italian"", ""bread"", ""vegan""]",300.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['flour', 'olive oil', 'rosemary', 'salt']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""italian"", ""mild"", ""vegan""]"
100,Thai Sticky Rice,/foodImages/thai_sticky_rice.jpeg,/models/thai_sticky_rice.glb,1,"{'LKR': 200, 'USD': 0.67}",Glutinous rice steamed in bamboo,4.5,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",180,4,35,1,Neutral,Mild,"glutinous rice, water",1 portion,"[""thai"", ""rice"", ""vegan""]",200.0,0.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['glutinous rice', 'water']","[""Vegan"", ""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""rice"", ""neutral"", ""vegetarian"", ""mild"", ""vegan"", ""thai""]"
101,Scallion Pancake,/foodImages/scallion_pancake.jpeg,/models/scallion_pancake.glb,1,"{'LKR': 250, 'USD': 0.83}",Crispy flatbread with green onions,4.6,Chinese,Quick (under 15 min),In Stock,['Vegetarian'],220,5,30,10,Savory,Mild,"flour, scallions, oil",1 piece,"[""chinese"", ""bread"", ""vegetarian""]",250.0,0.83,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'scallions', 'oil']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""mild"", ""vegan"", ""chinese""]"
102,Paratha,/foodImages/paratha.jpeg,/models/paratha.glb,1,"{'LKR': 180, 'USD': 0.6}",Layered Indian flatbread,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],230,5,35,10,Savory,Mild,"flour, ghee, water",1 piece,"[""indian"", ""bread"", ""vegetarian""]",180.0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['flour', 'ghee', 'water']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""mild"", ""indian"", ""bread""]"
103,Biscuits,/foodImages/biscuits.jpeg,/models/biscuits.glb,1,"{'LKR': 200, 'USD': 0.67}",Fluffy buttermilk biscuits,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],200,4,25,10,Savory,Mild,"flour, buttermilk, butter",2 pieces,"[""american"", ""bread"", ""vegetarian""]",200.0,0.67,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['flour', 'buttermilk', 'butter']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""american"", ""mild"", ""bread""]"
104,Ciabatta,/foodImages/ciabatta.jpeg,/models/ciabatta.glb,1,"{'LKR': 300, 'USD': 1.0}",Crusty Italian bread with olive oil,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",220,5,40,5,Savory,Mild,"flour, olive oil, yeast, salt",1 slice,"[""italian"", ""bread"", ""vegan""]",300.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['flour', 'olive oil', 'yeast', 'salt']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""italian"", ""mild"", ""vegan""]"
105,Roti Canai,/foodImages/roti_canai.jpeg,/models/roti_canai.glb,2,"{'LKR': 200, 'USD': 0.67}",Flaky flatbread served with curry dip,4.7,Thai,Quick (under 15 min),In Stock,['Vegetarian'],250,5,35,10,Savory,Mild,"flour, ghee, curry sauce",1 piece,"[""thai"", ""bread"", ""vegetarian""]",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['flour', 'ghee', 'curry sauce']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""mild"", ""bread"", ""thai""]"
